drug_name,chembl_target,action
Imatinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Imatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Imatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Imatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Imatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Imatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Imatinib,CHEMBL1777,Cytochrome b inhibitor
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Imatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Nilotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Nilotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Nilotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Nilotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Nilotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Nilotinib,CHEMBL1777,Cytochrome b inhibitor
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Nilotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Dasatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Dasatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Dasatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Dasatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Dasatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Dasatinib,CHEMBL1777,Cytochrome b inhibitor
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Dasatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Gefitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Gefitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Gefitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Gefitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Gefitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Gefitinib,CHEMBL1777,Cytochrome b inhibitor
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Gefitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Erlotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Erlotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Erlotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Erlotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Erlotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Erlotinib,CHEMBL1777,Cytochrome b inhibitor
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Erlotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Lapatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Lapatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Lapatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Lapatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Lapatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Lapatinib,CHEMBL1777,Cytochrome b inhibitor
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Lapatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Sorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Sorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Sorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Sorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Sorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Sorafenib,CHEMBL1777,Cytochrome b inhibitor
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Sunitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Sunitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Sunitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Sunitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Sunitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Sunitinib,CHEMBL1777,Cytochrome b inhibitor
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Sunitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Pazopanib,CHEMBL261,Carbonic anhydrase I inhibitor
Pazopanib,CHEMBL261,Carbonic anhydrase I inhibitor
Pazopanib,CHEMBL261,Carbonic anhydrase I inhibitor
Pazopanib,CHEMBL261,Carbonic anhydrase I inhibitor
Pazopanib,CHEMBL261,Carbonic anhydrase I inhibitor
Pazopanib,CHEMBL1777,Cytochrome b inhibitor
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Pazopanib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Vemurafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Vemurafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Vemurafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Vemurafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Vemurafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Vemurafenib,CHEMBL1777,Cytochrome b inhibitor
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Vemurafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Crizotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Crizotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Crizotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Crizotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Crizotinib,CHEMBL261,Carbonic anhydrase I inhibitor
Crizotinib,CHEMBL1777,Cytochrome b inhibitor
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Crizotinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Osimertinib,CHEMBL261,Carbonic anhydrase I inhibitor
Osimertinib,CHEMBL261,Carbonic anhydrase I inhibitor
Osimertinib,CHEMBL261,Carbonic anhydrase I inhibitor
Osimertinib,CHEMBL261,Carbonic anhydrase I inhibitor
Osimertinib,CHEMBL261,Carbonic anhydrase I inhibitor
Osimertinib,CHEMBL1777,Cytochrome b inhibitor
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Osimertinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Axitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Axitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Axitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Axitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Axitinib,CHEMBL261,Carbonic anhydrase I inhibitor
Axitinib,CHEMBL1777,Cytochrome b inhibitor
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Axitinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Ponatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Ponatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Ponatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Ponatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Ponatinib,CHEMBL261,Carbonic anhydrase I inhibitor
Ponatinib,CHEMBL1777,Cytochrome b inhibitor
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Ponatinib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL2326,Carbonic anhydrase VII inhibitor
Regorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Regorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Regorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Regorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Regorafenib,CHEMBL261,Carbonic anhydrase I inhibitor
Regorafenib,CHEMBL1777,Cytochrome b inhibitor
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Regorafenib,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL2326,Carbonic anhydrase VII inhibitor
Metformin,CHEMBL261,Carbonic anhydrase I inhibitor
Metformin,CHEMBL261,Carbonic anhydrase I inhibitor
Metformin,CHEMBL261,Carbonic anhydrase I inhibitor
Metformin,CHEMBL261,Carbonic anhydrase I inhibitor
Metformin,CHEMBL261,Carbonic anhydrase I inhibitor
Metformin,CHEMBL1777,Cytochrome b inhibitor
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 agonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Metformin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL2326,Carbonic anhydrase VII inhibitor
Atorvastatin,CHEMBL261,Carbonic anhydrase I inhibitor
Atorvastatin,CHEMBL261,Carbonic anhydrase I inhibitor
Atorvastatin,CHEMBL261,Carbonic anhydrase I inhibitor
Atorvastatin,CHEMBL261,Carbonic anhydrase I inhibitor
Atorvastatin,CHEMBL261,Carbonic anhydrase I inhibitor
Atorvastatin,CHEMBL1777,Cytochrome b inhibitor
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
Atorvastatin,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist
